date,hour,metric,price
2021-04-07,21,Avg. Price,39.78
2021-04-07,22,Avg. Price,45.01
2021-04-07,23,Avg. Price,40.56
2021-04-08,0,Avg. Price,40.13
2021-04-08,1,Avg. Price,39.24
2021-04-08,2,Avg. Price,37.42
2021-04-08,3,Avg. Price,37.64
2021-04-08,4,Avg. Price,48.2
2021-04-08,5,Avg. Price,183.96
2021-04-08,6,Avg. Price,89.1
2021-04-08,7,Avg. Price,153.97
2021-04-08,8,Avg. Price,96.42
2021-04-08,9,Avg. Price,132.83
2021-04-08,10,Avg. Price,101.92
2021-04-08,11,Avg. Price,83.03
2021-04-08,12,Avg. Price,33.6
2021-04-08,13,Avg. Price,33.25
2021-04-08,14,Avg. Price,36.82
2021-04-08,15,Avg. Price,42.7
2021-04-08,16,Avg. Price,78.66
2021-04-08,17,Avg. Price,335.6
2021-04-08,18,Avg. Price,385.96
2021-04-08,19,Avg. Price,714.48
2021-04-08,20,Avg. Price,726.35
2021-04-08,21,Avg. Price,385.21
2021-04-08,22,Avg. Price,115.35
2021-04-08,23,Avg. Price,69.03
2021-04-09,0,Avg. Price,51.72
2021-04-09,1,Avg. Price,36.23
2021-04-09,2,Avg. Price,30.24
2021-04-09,3,Avg. Price,31.57
2021-04-09,4,Avg. Price,36.29
2021-04-09,5,Avg. Price,40.8
2021-04-09,6,Avg. Price,40.65
2021-04-09,7,Avg. Price,41.01
2021-04-09,8,Avg. Price,40.8
2021-04-09,9,Avg. Price,41
2021-04-09,10,Avg. Price,40.59
2021-04-09,11,Avg. Price,41.41
2021-04-09,12,Avg. Price,41.3
2021-04-09,13,Avg. Price,40.27
2021-04-09,14,Avg. Price,39.61
2021-04-09,15,Avg. Price,39.61
2021-04-09,16,Avg. Price,39.61
2021-04-09,17,Avg. Price,38.14
2021-04-09,18,Avg. Price,41.55
2021-04-09,19,Avg. Price,44.75
2021-04-09,20,Avg. Price,43.65
2021-04-09,21,Avg. Price,116.99
2021-04-09,22,Avg. Price,52.06
2021-04-09,23,Avg. Price,42.51
2021-04-10,0,Avg. Price,43
2021-04-10,1,Avg. Price,44.75
2021-04-10,2,Avg. Price,46.97
2021-04-10,3,Avg. Price,49.56
2021-04-10,4,Avg. Price,56.03
2021-04-10,5,Avg. Price,102.83
2021-04-10,6,Avg. Price,40.42
2021-04-10,7,Avg. Price,39.51
2021-04-10,8,Avg. Price,35.68
2021-04-10,9,Avg. Price,39.4
2021-04-10,10,Avg. Price,39.15
2021-04-10,11,Avg. Price,41.43
2021-04-10,12,Avg. Price,59.47
2021-04-10,13,Avg. Price,40.34
2021-04-10,14,Avg. Price,72
2021-04-10,15,Avg. Price,205.88
2021-04-10,16,Avg. Price,187.8
2021-04-10,17,Avg. Price,89.4
2021-04-10,18,Avg. Price,39.73
2021-04-10,19,Avg. Price,43.85
2021-04-10,20,Avg. Price,50.98
2021-04-10,21,Avg. Price,36.71
2021-04-10,22,Avg. Price,41.49
2021-04-10,23,Avg. Price,54.14
2021-04-11,0,Avg. Price,42.12
2021-04-11,1,Avg. Price,41.63
2021-04-11,2,Avg. Price,44.95
2021-04-11,3,Avg. Price,44.13
2021-04-11,4,Avg. Price,44.97
2021-04-11,5,Avg. Price,51.66
2021-04-11,6,Avg. Price,43.29
2021-04-11,7,Avg. Price,43.92
2021-04-11,8,Avg. Price,84.03
2021-04-11,9,Avg. Price,124.14
2021-04-11,10,Avg. Price,193.36
2021-04-11,11,Avg. Price,139.04
2021-04-11,12,Avg. Price,70.95
2021-04-11,13,Avg. Price,76.84
2021-04-11,14,Avg. Price,105.16
2021-04-11,15,Avg. Price,128.99
2021-04-11,16,Avg. Price,196.56
2021-04-11,17,Avg. Price,148.03
2021-04-11,18,Avg. Price,127.56
2021-04-11,19,Avg. Price,165.3
2021-04-11,20,Avg. Price,196
2021-04-11,21,Avg. Price,89.09
2021-04-11,22,Avg. Price,101.58
2021-04-11,23,Avg. Price,73.14
2021-04-12,0,Avg. Price,65
2021-04-12,1,Avg. Price,81.12
2021-04-12,2,Avg. Price,79.12
2021-04-12,3,Avg. Price,78.05
2021-04-12,4,Avg. Price,105.45
2021-04-12,5,Avg. Price,98.21
2021-04-12,6,Avg. Price,112.75
2021-04-12,7,Avg. Price,381.52
2021-04-12,8,Avg. Price,126.47
2021-04-12,9,Avg. Price,111.98
2021-04-12,10,Avg. Price,105.45
2021-04-12,11,Avg. Price,105.45
2021-04-12,12,Avg. Price,101.58
2021-04-12,13,Avg. Price,70.86
2021-04-12,14,Avg. Price,82.39
2021-04-12,15,Avg. Price,100.95
2021-04-12,16,Avg. Price,82.59
2021-04-12,17,Avg. Price,46.72
2021-04-12,18,Avg. Price,78.58
2021-04-12,19,Avg. Price,91.84
2021-04-12,20,Avg. Price,88.54
2021-04-12,21,Avg. Price,73.19
2021-04-12,22,Avg. Price,69.14
2021-04-12,23,Avg. Price,55.1
2021-04-13,0,Avg. Price,57.54
2021-04-13,1,Avg. Price,50.77
2021-04-13,2,Avg. Price,47.96
2021-04-13,3,Avg. Price,54.38
2021-04-13,4,Avg. Price,72.73
2021-04-13,5,Avg. Price,384.13
2021-04-13,6,Avg. Price,298.07
2021-04-13,7,Avg. Price,331.14
2021-04-13,8,Avg. Price,351.81
2021-04-13,9,Avg. Price,334.11
2021-04-13,10,Avg. Price,176.03
2021-04-13,11,Avg. Price,80.3
2021-04-13,12,Avg. Price,135.99
2021-04-13,13,Avg. Price,91.86
2021-04-13,14,Avg. Price,94.8
2021-04-13,15,Avg. Price,165.48
2021-04-13,16,Avg. Price,108.09
2021-04-13,17,Avg. Price,55.71
2021-04-13,18,Avg. Price,65.41
2021-04-13,19,Avg. Price,74.66
2021-04-13,20,Avg. Price,58.02
2021-04-13,21,Avg. Price,45.68
2021-04-13,22,Avg. Price,46.66
2021-04-13,23,Avg. Price,41.78
2021-04-14,0,Avg. Price,40.46
2021-04-14,1,Avg. Price,40.47
2021-04-14,2,Avg. Price,41.16
2021-04-14,3,Avg. Price,40.88
2021-04-14,4,Avg. Price,40.16
2021-04-14,5,Avg. Price,57.65
2021-04-14,6,Avg. Price,55.47
2021-04-14,7,Avg. Price,86.17
2021-04-14,8,Avg. Price,102.05
2021-04-14,9,Avg. Price,56.98
2021-04-14,10,Avg. Price,54.15
2021-04-14,11,Avg. Price,55.98
2021-04-14,12,Avg. Price,54.25
2021-04-14,13,Avg. Price,54.64
2021-04-14,14,Avg. Price,61.98
2021-04-14,15,Avg. Price,100.24
2021-04-14,16,Avg. Price,151.21
2021-04-14,17,Avg. Price,61.9
2021-04-14,18,Avg. Price,121.46
2021-04-14,19,Avg. Price,67.42
2021-04-14,20,Avg. Price,56.74
2021-04-14,21,Avg. Price,72.68
2021-04-14,22,Avg. Price,175.75
2021-04-14,23,Avg. Price,44.45
2021-04-15,0,Avg. Price,50.68
2021-04-15,1,Avg. Price,51.35
2021-04-15,2,Avg. Price,53.06
2021-04-15,3,Avg. Price,54.22
2021-04-15,4,Avg. Price,48.24
2021-04-15,5,Avg. Price,106.82
2021-04-15,6,Avg. Price,109.7
2021-04-15,7,Avg. Price,128
2021-04-15,8,Avg. Price,147.2
2021-04-15,9,Avg. Price,177.03
2021-04-15,10,Avg. Price,154.05
2021-04-15,11,Avg. Price,121.71
2021-04-15,12,Avg. Price,123.45
2021-04-15,13,Avg. Price,118.42
2021-04-15,14,Avg. Price,123.03
2021-04-15,15,Avg. Price,121.24
2021-04-15,16,Avg. Price,117.02
2021-04-15,17,Avg. Price,105.67
2021-04-15,18,Avg. Price,58.54
2021-04-15,19,Avg. Price,120.04
2021-04-15,20,Avg. Price,123.54
2021-04-15,21,Avg. Price,123.54
2021-04-15,22,Avg. Price,172.14
2021-04-15,23,Avg. Price,60.11
2021-04-16,0,Avg. Price,61.74
2021-04-16,1,Avg. Price,51.09
2021-04-16,2,Avg. Price,58.51
2021-04-16,3,Avg. Price,58.39
2021-04-16,4,Avg. Price,50.66
2021-04-16,5,Avg. Price,205.67
2021-04-16,6,Avg. Price,60.83
2021-04-16,7,Avg. Price,61.8
2021-04-16,8,Avg. Price,112.72
2021-04-16,9,Avg. Price,92.74
2021-04-16,10,Avg. Price,112.53
2021-04-16,11,Avg. Price,183.04
2021-04-16,12,Avg. Price,211.43
2021-04-16,13,Avg. Price,200
2021-04-16,14,Avg. Price,212.08
2021-04-16,15,Avg. Price,242.81
2021-04-16,16,Avg. Price,171.04
2021-04-16,17,Avg. Price,107.16
2021-04-16,18,Avg. Price,108.82
2021-04-16,19,Avg. Price,159.49
2021-04-16,20,Avg. Price,106.15
2021-04-16,21,Avg. Price,99.54
2021-04-16,22,Avg. Price,96.25
2021-04-16,23,Avg. Price,43.32
2021-04-17,0,Avg. Price,47.83
2021-04-17,1,Avg. Price,45
2021-04-17,2,Avg. Price,49.14
2021-04-17,3,Avg. Price,48.95
2021-04-17,4,Avg. Price,40.61
2021-04-17,5,Avg. Price,39.62
2021-04-17,6,Avg. Price,32.1
2021-04-17,7,Avg. Price,39.48
2021-04-17,8,Avg. Price,44.56
2021-04-17,9,Avg. Price,66.39
2021-04-17,10,Avg. Price,60.03
2021-04-17,11,Avg. Price,53.09
2021-04-17,12,Avg. Price,41.65
2021-04-17,13,Avg. Price,43.08
2021-04-17,14,Avg. Price,41.28
2021-04-17,15,Avg. Price,37.16
2021-04-17,16,Avg. Price,38.39
2021-04-17,17,Avg. Price,40.04
2021-04-17,18,Avg. Price,46.76
2021-04-17,19,Avg. Price,56.95
2021-04-17,20,Avg. Price,49.94
2021-04-17,21,Avg. Price,33.54
2021-04-17,22,Avg. Price,46.84
2021-04-17,23,Avg. Price,48.76
2021-04-18,0,Avg. Price,49.86
2021-04-18,1,Avg. Price,49.76
2021-04-18,2,Avg. Price,49.12
2021-04-18,3,Avg. Price,41.52
2021-04-18,4,Avg. Price,28.11
2021-04-18,5,Avg. Price,24.16
2021-04-18,6,Avg. Price,23.18
2021-04-18,7,Avg. Price,35.74
2021-04-18,8,Avg. Price,42.43
2021-04-18,9,Avg. Price,48.05
2021-04-18,10,Avg. Price,47.71
2021-04-18,11,Avg. Price,45.85
2021-04-18,12,Avg. Price,39.19
2021-04-18,13,Avg. Price,47.2
2021-04-18,14,Avg. Price,46.9
2021-04-18,15,Avg. Price,47.52
2021-04-18,16,Avg. Price,49.4
2021-04-18,17,Avg. Price,48.5
2021-04-18,18,Avg. Price,49.74
2021-04-18,19,Avg. Price,49.95
2021-04-18,20,Avg. Price,55.63
2021-04-18,21,Avg. Price,49.45
2021-04-18,22,Avg. Price,48.12
2021-04-18,23,Avg. Price,46.66
2021-04-19,0,Avg. Price,38.26
2021-04-19,1,Avg. Price,38.82
2021-04-19,2,Avg. Price,38.16
2021-04-19,3,Avg. Price,39.03
2021-04-19,4,Avg. Price,44.67
2021-04-19,5,Avg. Price,49.16
2021-04-19,6,Avg. Price,47.91
2021-04-19,7,Avg. Price,101.44
2021-04-19,8,Avg. Price,328.59
2021-04-19,9,Avg. Price,71.1
2021-04-19,10,Avg. Price,52
2021-04-19,11,Avg. Price,47.51
2021-04-19,12,Avg. Price,46.94
2021-04-19,13,Avg. Price,42.75
2021-04-19,14,Avg. Price,47.34
2021-04-19,15,Avg. Price,47.17
2021-04-19,16,Avg. Price,48.38
2021-04-19,17,Avg. Price,50.27
2021-04-19,18,Avg. Price,331.72
2021-04-19,19,Avg. Price,282.13
2021-04-19,20,Avg. Price,222.22
2021-04-19,21,Avg. Price,72.15
2021-04-19,22,Avg. Price,51.12
2021-04-19,23,Avg. Price,48.98
2021-04-20,0,Avg. Price,52.82
2021-04-20,1,Avg. Price,51.54
2021-04-20,2,Avg. Price,49.55
2021-04-20,3,Avg. Price,50.22
2021-04-20,4,Avg. Price,55.11
2021-04-20,5,Avg. Price,87.7
2021-04-20,6,Avg. Price,105.89
2021-04-20,7,Avg. Price,110.25
2021-04-20,8,Avg. Price,225.49
2021-04-20,9,Avg. Price,224.94
2021-04-20,10,Avg. Price,375.55
2021-04-20,11,Avg. Price,408.88
2021-04-20,12,Avg. Price,199.91
2021-04-20,13,Avg. Price,234.67
2021-04-20,14,Avg. Price,151.37
2021-04-20,15,Avg. Price,185.32
2021-04-20,16,Avg. Price,281.82
2021-04-20,17,Avg. Price,115.83
2021-04-20,18,Avg. Price,47.96
2021-04-20,19,Avg. Price,47.3
2021-04-20,20,Avg. Price,47.6
2021-04-20,21,Avg. Price,42.8
2021-04-20,22,Avg. Price,47.72
2021-04-20,23,Avg. Price,39.7
2021-04-21,0,Avg. Price,37.6
2021-04-21,1,Avg. Price,37.04
2021-04-21,2,Avg. Price,36.96
2021-04-21,3,Avg. Price,36.96
2021-04-21,4,Avg. Price,37.03
2021-04-21,5,Avg. Price,37.56
2021-04-21,6,Avg. Price,38.55
2021-04-21,7,Avg. Price,44.82
2021-04-21,8,Avg. Price,47.81
2021-04-21,9,Avg. Price,47.74
2021-04-21,10,Avg. Price,51.25
2021-04-21,11,Avg. Price,57.68
2021-04-21,12,Avg. Price,94.5
2021-04-21,13,Avg. Price,228.57
2021-04-21,14,Avg. Price,365.39
2021-04-21,15,Avg. Price,56.82
2021-04-21,16,Avg. Price,61.24
2021-04-21,17,Avg. Price,56
2021-04-21,18,Avg. Price,55.12
2021-04-21,19,Avg. Price,52.02
2021-04-21,20,Avg. Price,45.39
2021-04-21,21,Avg. Price,41.31
2021-04-21,22,Avg. Price,42.38
2021-04-21,23,Avg. Price,37.39
2021-04-22,0,Avg. Price,35.74
2021-04-22,1,Avg. Price,36.09
2021-04-22,2,Avg. Price,35.94
2021-04-22,3,Avg. Price,37.46
2021-04-22,4,Avg. Price,38.87
2021-04-22,5,Avg. Price,39.51
2021-04-22,6,Avg. Price,47.36
2021-04-22,7,Avg. Price,62.75
2021-04-22,8,Avg. Price,59.13
2021-04-22,9,Avg. Price,35.18
2021-04-22,10,Avg. Price,53.95
2021-04-22,11,Avg. Price,47.74
2021-04-22,12,Avg. Price,45.18
2021-04-22,13,Avg. Price,47.9
2021-04-22,14,Avg. Price,49.55
2021-04-22,15,Avg. Price,236.71
2021-04-22,16,Avg. Price,184.41
2021-04-22,17,Avg. Price,150.12
2021-04-22,18,Avg. Price,308.12
2021-04-22,19,Avg. Price,93.45
2021-04-22,20,Avg. Price,291.34
2021-04-22,21,Avg. Price,101.33
2021-04-22,22,Avg. Price,263.15
2021-04-22,23,Avg. Price,53.76
2021-04-23,0,Avg. Price,48.1
2021-04-23,1,Avg. Price,47.09
2021-04-23,2,Avg. Price,49.88
2021-04-23,3,Avg. Price,48.45
2021-04-23,4,Avg. Price,57.62
2021-04-23,5,Avg. Price,495.67
2021-04-23,6,Avg. Price,251.98
2021-04-23,7,Avg. Price,433.14
2021-04-23,8,Avg. Price,354.53
2021-04-23,9,Avg. Price,162.1
2021-04-23,10,Avg. Price,398.51
2021-04-23,11,Avg. Price,254.77
2021-04-23,12,Avg. Price,283.01
2021-04-23,13,Avg. Price,96.38
2021-04-23,14,Avg. Price,110
2021-04-23,15,Avg. Price,158.76
2021-04-23,16,Avg. Price,210.52
2021-04-23,17,Avg. Price,213.14
2021-04-23,18,Avg. Price,141.29
2021-04-23,19,Avg. Price,176.87
2021-04-23,20,Avg. Price,203.19
2021-04-23,21,Avg. Price,49.08
2021-04-23,22,Avg. Price,140.62
2021-04-23,23,Avg. Price,47.55
2021-04-24,0,Avg. Price,46.54
2021-04-24,1,Avg. Price,47.64
2021-04-24,2,Avg. Price,47.18
2021-04-24,3,Avg. Price,47.63
2021-04-24,4,Avg. Price,46.57
2021-04-24,5,Avg. Price,46.22
2021-04-24,6,Avg. Price,45.86
2021-04-24,7,Avg. Price,44.17
2021-04-24,8,Avg. Price,47.32
2021-04-24,9,Avg. Price,56.13
2021-04-24,10,Avg. Price,57.88
2021-04-24,11,Avg. Price,54
2021-04-24,12,Avg. Price,53
2021-04-24,13,Avg. Price,49.21
2021-04-24,14,Avg. Price,50.96
2021-04-24,15,Avg. Price,55.37
2021-04-24,16,Avg. Price,186.94
2021-04-24,17,Avg. Price,69.39
2021-04-24,18,Avg. Price,62.16
2021-04-24,19,Avg. Price,61.97
2021-04-24,20,Avg. Price,56.69
2021-04-24,21,Avg. Price,41.53
2021-04-24,22,Avg. Price,44.97
2021-04-24,23,Avg. Price,57
2021-04-25,0,Avg. Price,51.26
2021-04-25,1,Avg. Price,47.85
2021-04-25,2,Avg. Price,49.38
2021-04-25,3,Avg. Price,50
2021-04-25,4,Avg. Price,53.47
2021-04-25,5,Avg. Price,48.38
2021-04-25,6,Avg. Price,40.3
2021-04-25,7,Avg. Price,46.9
2021-04-25,8,Avg. Price,47.08
2021-04-25,9,Avg. Price,47.84
2021-04-25,10,Avg. Price,47.84
2021-04-25,11,Avg. Price,52.83
2021-04-25,12,Avg. Price,54.8
2021-04-25,13,Avg. Price,49.52
2021-04-25,14,Avg. Price,51.91
2021-04-25,15,Avg. Price,65.19
2021-04-25,16,Avg. Price,207.75
2021-04-25,17,Avg. Price,91.62
2021-04-25,18,Avg. Price,58.08
2021-04-25,19,Avg. Price,252.93
2021-04-25,20,Avg. Price,278.05
2021-04-25,21,Avg. Price,58.01
2021-04-25,22,Avg. Price,223.93
2021-04-25,23,Avg. Price,45.56
2021-04-26,0,Avg. Price,47.29
2021-04-26,1,Avg. Price,48.56
2021-04-26,2,Avg. Price,53.15
2021-04-26,3,Avg. Price,67.74
2021-04-26,4,Avg. Price,85.35
2021-04-26,5,Avg. Price,416.64
2021-04-26,6,Avg. Price,62.7
2021-04-26,7,Avg. Price,217.67
2021-04-26,8,Avg. Price,180.61
2021-04-26,9,Avg. Price,52.48
2021-04-26,10,Avg. Price,51.92
2021-04-26,11,Avg. Price,49.16
2021-04-26,12,Avg. Price,41.62
2021-04-26,13,Avg. Price,49.3
2021-04-26,14,Avg. Price,49.71
2021-04-26,15,Avg. Price,45.59
2021-04-26,16,Avg. Price,50.04
2021-04-26,17,Avg. Price,45.54
2021-04-26,18,Avg. Price,53.76
2021-04-26,19,Avg. Price,56.99
2021-04-26,20,Avg. Price,54.8
2021-04-26,21,Avg. Price,46.36
2021-04-26,22,Avg. Price,43.65
2021-04-26,23,Avg. Price,43.58
2021-04-27,0,Avg. Price,41.12
2021-04-27,1,Avg. Price,39.74
2021-04-27,2,Avg. Price,39.16
2021-04-27,3,Avg. Price,39.9
2021-04-27,4,Avg. Price,41.68
2021-04-27,5,Avg. Price,45.32
2021-04-27,6,Avg. Price,44.29
2021-04-27,7,Avg. Price,47.61
2021-04-27,8,Avg. Price,46.53
2021-04-27,9,Avg. Price,46.43
2021-04-27,10,Avg. Price,44.14
2021-04-27,11,Avg. Price,41.67
2021-04-27,12,Avg. Price,40.18
2021-04-27,13,Avg. Price,40.83
2021-04-27,14,Avg. Price,45.33
2021-04-27,15,Avg. Price,46.95
2021-04-27,16,Avg. Price,46.16
2021-04-27,17,Avg. Price,41.48
2021-04-27,18,Avg. Price,37.28
2021-04-27,19,Avg. Price,37.13
2021-04-27,20,Avg. Price,39.8
2021-04-27,21,Avg. Price,39.52
2021-04-27,22,Avg. Price,43.94
2021-04-27,23,Avg. Price,40.58
2021-04-28,0,Avg. Price,41.9
2021-04-28,1,Avg. Price,44.49
2021-04-28,2,Avg. Price,44.46
2021-04-28,3,Avg. Price,46.26
2021-04-28,4,Avg. Price,46.91
2021-04-28,5,Avg. Price,45.55
2021-04-28,6,Avg. Price,106.03
2021-04-28,7,Avg. Price,55.8
2021-04-28,8,Avg. Price,51.36
2021-04-28,9,Avg. Price,63.98
2021-04-28,10,Avg. Price,60.5
2021-04-28,11,Avg. Price,51.65
2021-04-28,12,Avg. Price,48.65
2021-04-28,13,Avg. Price,48.57
2021-04-28,14,Avg. Price,48.46
2021-04-28,15,Avg. Price,48.67
2021-04-28,16,Avg. Price,48.44
2021-04-28,17,Avg. Price,37.82
2021-04-28,18,Avg. Price,37.25
2021-04-28,19,Avg. Price,37.16
2021-04-28,20,Avg. Price,39.91
2021-04-28,21,Avg. Price,39.34
2021-04-28,22,Avg. Price,41.05
2021-04-28,23,Avg. Price,39.57
2021-04-29,0,Avg. Price,39.9
2021-04-29,1,Avg. Price,40.03
2021-04-29,2,Avg. Price,39.1
2021-04-29,3,Avg. Price,38.08
2021-04-29,4,Avg. Price,39.63
2021-04-29,5,Avg. Price,39.87
2021-04-29,6,Avg. Price,54.09
2021-04-29,7,Avg. Price,214.34
2021-04-29,8,Avg. Price,80.83
2021-04-29,9,Avg. Price,85.29
2021-04-29,10,Avg. Price,55.77
2021-04-29,11,Avg. Price,56.33
2021-04-29,12,Avg. Price,47.44
2021-04-29,13,Avg. Price,48.91
2021-04-29,14,Avg. Price,289.57
2021-04-29,15,Avg. Price,292.66
2021-04-29,16,Avg. Price,94.54
2021-04-29,17,Avg. Price,62.26
2021-04-29,18,Avg. Price,159.07
2021-04-29,19,Avg. Price,66.48
2021-04-29,20,Avg. Price,60.86
2021-04-29,21,Avg. Price,38.85
2021-04-29,22,Avg. Price,49.88
2021-04-29,23,Avg. Price,39.89
2021-04-30,0,Avg. Price,33.29
2021-04-30,1,Avg. Price,28.61
2021-04-30,2,Avg. Price,25.51
2021-04-30,3,Avg. Price,25.64
2021-04-30,4,Avg. Price,26.14
2021-04-30,5,Avg. Price,29.5
2021-04-30,6,Avg. Price,33.29
2021-04-30,7,Avg. Price,35.94
2021-04-30,8,Avg. Price,36.98
2021-04-30,9,Avg. Price,41.37
2021-04-30,10,Avg. Price,36.98
2021-04-30,11,Avg. Price,49.17
2021-04-30,12,Avg. Price,50
2021-04-30,13,Avg. Price,48.11
2021-04-30,14,Avg. Price,45.51
2021-04-30,15,Avg. Price,40.1
2021-04-30,16,Avg. Price,39.87
2021-04-30,17,Avg. Price,39.68
2021-04-30,18,Avg. Price,41.08
2021-04-30,19,Avg. Price,39.65
2021-04-30,20,Avg. Price,45.67
2021-04-30,21,Avg. Price,55.13
2021-04-30,22,Avg. Price,53.21
2021-04-30,23,Avg. Price,46.8
2021-05-01,0,Avg. Price,38.26
2021-05-01,1,Avg. Price,40.13
2021-05-01,2,Avg. Price,40.02
2021-05-01,3,Avg. Price,43.92
2021-05-01,4,Avg. Price,45.61
2021-05-01,5,Avg. Price,47.39
2021-05-01,6,Avg. Price,45.55
2021-05-01,7,Avg. Price,56.38
2021-05-01,8,Avg. Price,53.09
2021-05-01,9,Avg. Price,44.6
2021-05-01,10,Avg. Price,47.28
2021-05-01,11,Avg. Price,43.7
2021-05-01,12,Avg. Price,42.54
2021-05-01,13,Avg. Price,43.87
2021-05-01,14,Avg. Price,53.53
2021-05-01,15,Avg. Price,47.26
2021-05-01,16,Avg. Price,50.3
2021-05-01,17,Avg. Price,46.61
2021-05-01,18,Avg. Price,25.23
2021-05-01,19,Avg. Price,30.22
2021-05-01,20,Avg. Price,71.9
2021-05-01,21,Avg. Price,132.25
2021-05-01,22,Avg. Price,143.62
2021-05-01,23,Avg. Price,100.81
2021-05-02,0,Avg. Price,63.98
2021-05-02,1,Avg. Price,53.31
2021-05-02,2,Avg. Price,44.13
2021-05-02,3,Avg. Price,46.02
2021-05-02,4,Avg. Price,48.88
2021-05-02,5,Avg. Price,53.05
2021-05-02,6,Avg. Price,47.14
2021-05-02,7,Avg. Price,47.14
2021-05-02,8,Avg. Price,36.97
2021-05-02,9,Avg. Price,44.04
2021-05-02,10,Avg. Price,45.29
2021-05-02,11,Avg. Price,44.46
2021-05-02,12,Avg. Price,36.44
2021-05-02,13,Avg. Price,46.67
2021-05-02,14,Avg. Price,61.23
2021-05-02,15,Avg. Price,60.67
2021-05-02,16,Avg. Price,157.21
2021-05-02,17,Avg. Price,201.29
2021-05-02,18,Avg. Price,115.59
2021-05-02,19,Avg. Price,89.2
2021-05-02,20,Avg. Price,58.7
2021-05-02,21,Avg. Price,66.38
2021-05-02,22,Avg. Price,93.72
2021-05-02,23,Avg. Price,64.12
2021-05-03,0,Avg. Price,63.84
2021-05-03,1,Avg. Price,75.36
2021-05-03,2,Avg. Price,73.9
2021-05-03,3,Avg. Price,65
2021-05-03,4,Avg. Price,63.03
2021-05-03,5,Avg. Price,95.44
2021-05-03,6,Avg. Price,335.04
2021-05-03,7,Avg. Price,396.24
2021-05-03,8,Avg. Price,415.16
2021-05-03,9,Avg. Price,422.12
2021-05-03,10,Avg. Price,422.12
2021-05-03,11,Avg. Price,561.65
2021-05-03,12,Avg. Price,362.33
2021-05-03,13,Avg. Price,247.8
2021-05-03,14,Avg. Price,222.38
2021-05-03,15,Avg. Price,112.1
2021-05-03,16,Avg. Price,64.85
2021-05-03,17,Avg. Price,62.24
2021-05-03,18,Avg. Price,59.23
2021-05-03,19,Avg. Price,58.84
2021-05-03,20,Avg. Price,54.44
2021-05-03,21,Avg. Price,49.82
2021-05-03,22,Avg. Price,61.97
2021-05-03,23,Avg. Price,50.42
2021-05-04,0,Avg. Price,43.72
2021-05-04,1,Avg. Price,41.91
2021-05-04,2,Avg. Price,43.28
2021-05-04,3,Avg. Price,44.78
2021-05-04,4,Avg. Price,45.11
2021-05-04,5,Avg. Price,62.83
2021-05-04,6,Avg. Price,65.22
2021-05-04,7,Avg. Price,67.58
2021-05-04,8,Avg. Price,71.12
2021-05-04,9,Avg. Price,71.12
2021-05-04,10,Avg. Price,70
2021-05-04,11,Avg. Price,58.97
2021-05-04,12,Avg. Price,58.46
2021-05-04,13,Avg. Price,51.59
2021-05-04,14,Avg. Price,56.58
2021-05-04,15,Avg. Price,57.44
2021-05-04,16,Avg. Price,65
2021-05-04,17,Avg. Price,60.51
2021-05-04,18,Avg. Price,69.17
2021-05-04,19,Avg. Price,67.38
2021-05-04,20,Avg. Price,54.55
2021-05-04,21,Avg. Price,59.38
2021-05-04,22,Avg. Price,167.51
2021-05-04,23,Avg. Price,198.02
2021-05-05,0,Avg. Price,59.75
2021-05-05,1,Avg. Price,54.44
2021-05-05,2,Avg. Price,54.35
2021-05-05,3,Avg. Price,53.9
2021-05-05,4,Avg. Price,52.25
2021-05-05,5,Avg. Price,60.25
2021-05-05,6,Avg. Price,46.19
2021-05-05,7,Avg. Price,46.99
2021-05-05,8,Avg. Price,46.86
2021-05-05,9,Avg. Price,53.53
2021-05-05,10,Avg. Price,57.59
2021-05-05,11,Avg. Price,65.88
2021-05-05,12,Avg. Price,57.36
2021-05-05,13,Avg. Price,134.76
2021-05-05,14,Avg. Price,55.44
2021-05-05,15,Avg. Price,135.14
2021-05-05,16,Avg. Price,480.42
2021-05-05,17,Avg. Price,135.76
2021-05-05,18,Avg. Price,158.33
2021-05-05,19,Avg. Price,469.94
2021-05-05,20,Avg. Price,63.8
2021-05-05,21,Avg. Price,57.64
2021-05-05,22,Avg. Price,52.85
2021-05-05,23,Avg. Price,48.05
2021-05-06,0,Avg. Price,46.54
2021-05-06,1,Avg. Price,37.19
2021-05-06,2,Avg. Price,37.56
2021-05-06,3,Avg. Price,37.96
2021-05-06,4,Avg. Price,48.1
2021-05-06,5,Avg. Price,40.17
2021-05-06,6,Avg. Price,49.66
2021-05-06,7,Avg. Price,53.28
2021-05-06,8,Avg. Price,55.3
2021-05-06,9,Avg. Price,50.45
2021-05-06,10,Avg. Price,38.68
2021-05-06,11,Avg. Price,40.51
2021-05-06,12,Avg. Price,49.13
2021-05-06,13,Avg. Price,62.1
2021-05-06,14,Avg. Price,201.71
2021-05-06,15,Avg. Price,58.72
2021-05-06,16,Avg. Price,59.59
2021-05-06,17,Avg. Price,38.87
2021-05-06,18,Avg. Price,42.02
2021-05-06,19,Avg. Price,48.21
2021-05-06,20,Avg. Price,53.22
2021-05-06,21,Avg. Price,47.76
2021-05-06,22,Avg. Price,47.52
2021-05-06,23,Avg. Price,42.2
2021-05-07,0,Avg. Price,40.21
2021-05-07,1,Avg. Price,42.01
